Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day calls,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charges,State group churn
135,510,No,No,0,129,121,154.5,109,12.6,5,1,False,68.27000000000001,1
85,408,Yes,No,0,107,126,349.2,110,9.6,7,2,False,63.08,1
88,510,No,No,0,116,138,179.1,110,9.6,4,3,False,54.22,3
55,510,No,No,0,100,121,192.9,122,6.9,5,2,False,70.7,1
75,415,No,No,0,114,61,107.9,82,12.2,3,1,False,45.18,2
86,408,No,Yes,23,107,105,245.7,81,9.8,2,0,False,72.99000000000001,3
97,408,No,No,0,125,100,222.7,101,11.1,1,1,True,79.89,3
88,415,No,No,0,124,112,160.5,115,14.8,2,1,True,77.1,2
54,408,No,No,0,99,64,115.7,70,9.7,7,2,False,57.44,2
11,415,No,Yes,28,86,122,180.3,80,6.0,3,3,False,60.839999999999996,1
109,415,No,No,0,120,119,153.7,86,11.0,3,0,False,51.400000000000006,3
90,415,No,No,0,128,104,136.6,91,9.6,5,1,False,72.0,2
91,408,No,No,0,75,87,280.5,89,5.9,2,0,False,53.54,3
105,415,No,Yes,23,85,90,272.4,111,8.5,5,0,False,66.17999999999999,1
71,415,Yes,No,0,113,94,182.1,111,13.6,3,3,True,56.41,3
132,510,No,Yes,36,103,125,258.8,102,10.5,5,3,True,68.38000000000001,2
112,415,No,No,0,103,71,258.3,100,11.6,4,1,False,60.739999999999995,3
41,510,No,Yes,34,63,110,160.2,115,17.2,9,2,False,66.57,2
44,415,No,No,0,146,83,240.7,106,10.6,2,1,False,68.53,1
78,408,No,No,0,116,87,176.0,83,9.5,6,3,False,44.38,3
149,408,No,No,0,117,100,181.7,53,6.3,3,1,False,33.22,1
72,510,No,Yes,33,59,98,163.3,117,6.2,4,4,True,52.25000000000001,2
74,510,No,No,0,111,42,289.2,83,9.9,6,3,False,53.38,3
50,510,No,No,0,106,106,225.1,110,11.7,5,1,False,70.89,2
141,510,No,Yes,23,112,118,220.3,115,7.6,2,3,False,51.22,2
140,408,No,No,0,134,98,294.7,124,8.1,2,1,False,54.88999999999999,1
99,408,No,No,0,102,107,271.5,92,11.2,4,2,False,61.05,1
166,408,No,No,0,108,54,112.3,94,11.6,6,1,False,60.589999999999996,1
74,415,No,No,0,116,63,257.4,97,8.1,4,0,False,54.99999999999999,3
117,510,No,No,0,95,110,212.7,92,13.3,13,2,False,60.41,2
85,510,No,No,0,132,101,223.5,75,11.0,2,3,False,70.5,2
36,415,No,Yes,16,111,113,132.7,87,6.7,2,0,False,44.379999999999995,2
76,415,No,No,0,100,139,244.3,105,10.5,2,0,False,73.41,2
165,510,No,No,0,126,65,228.4,126,0.0,0,1,False,69.39999999999999,2
130,415,No,No,0,119,99,186.3,76,12.3,4,1,False,56.86,1
92,415,Yes,No,0,113,122,244.2,98,9.4,2,2,True,57.9,3
18,408,No,No,0,93,116,250.6,120,8.2,4,1,False,69.74,3
161,415,Yes,No,0,114,63,179.6,115,11.1,9,2,False,52.949999999999996,2
93,415,No,Yes,36,134,102,126.8,82,8.0,4,2,False,53.43000000000001,1
144,415,No,No,0,93,75,180.5,118,11.9,3,2,False,65.94,2
95,415,No,No,0,91,109,75.8,95,7.5,2,1,False,55.989999999999995,2
124,415,No,Yes,28,104,89,251.9,121,7.5,5,1,False,75.24000000000001,2
93,415,Yes,No,0,61,120,221.7,110,17.5,5,1,True,69.21000000000001,3
109,415,Yes,Yes,26,138,111,280.7,76,9.3,3,0,False,64.43,3
80,510,No,No,0,97,98,263.6,82,12.4,12,0,False,63.45,1
41,415,No,No,0,66,75,261.9,76,11.1,5,1,False,52.57,1
136,415,No,Yes,31,88,65,227.8,120,11.4,5,2,False,57.769999999999996,3
143,408,No,Yes,24,69,116,234.9,138,11.6,5,1,False,64.29,3
118,415,No,Yes,26,114,125,169.7,98,9.6,5,5,True,56.230000000000004,3
193,408,No,Yes,17,102,81,205.1,129,12.3,3,1,False,50.88,2
73,415,No,No,0,94,101,146.2,87,14.8,8,3,False,68.03,1
62,408,No,No,0,101,97,240.8,90,9.1,8,2,False,60.089999999999996,1
30,415,No,Yes,30,74,86,227.2,104,6.6,3,0,False,67.13000000000001,2
60,408,Yes,Yes,29,113,94,108.1,82,14.0,12,0,True,72.18,2
148,510,No,Yes,14,137,72,144.9,84,17.5,5,1,False,43.629999999999995,1
96,510,No,No,0,100,88,182.5,120,7.6,1,2,False,53.059999999999995,3
87,415,No,No,0,92,100,169.5,99,12.9,3,1,False,58.8,1
41,408,No,No,0,97,104,113.5,92,9.0,3,3,False,55.1,1
112,415,No,No,0,108,102,130.9,90,11.6,2,1,False,66.59,2
88,510,No,No,0,86,82,239.6,76,8.2,3,4,True,39.17,3
122,408,No,Yes,27,84,109,190.5,123,9.2,5,7,False,73.66000000000001,2
61,408,No,No,0,108,74,152.9,94,9.8,6,2,False,30.039999999999996,1
176,408,No,No,0,125,90,163.1,107,10.5,8,2,False,32.5,2
30,510,No,No,0,88,100,191.7,134,12.5,3,0,False,66.17999999999999,3
46,415,No,No,0,133,143,199.3,72,8.6,4,2,False,45.879999999999995,1
100,510,Yes,No,0,110,115,205.2,99,12.1,9,0,False,52.800000000000004,1
47,415,No,Yes,37,77,102,232.0,87,7.8,4,2,False,57.61,3
77,415,No,No,0,112,89,233.4,66,6.7,3,2,False,58.64,2
98,415,No,Yes,38,61,104,207.7,73,10.7,5,2,False,70.08,2
125,415,No,Yes,36,117,78,125.7,104,5.4,3,1,False,44.93,2
194,408,No,No,0,101,138,218.5,87,18.2,1,1,False,46.86,1
128,415,No,Yes,40,88,109,196.8,93,14.0,6,1,False,54.120000000000005,3
190,415,No,Yes,22,93,92,121.0,102,8.5,3,0,False,51.60999999999999,2
59,408,No,No,0,113,125,217.5,92,9.9,3,2,False,49.199999999999996,3
47,408,No,Yes,28,94,108,113.5,84,7.8,2,1,False,45.519999999999996,2
152,415,Yes,Yes,20,120,94,265.2,80,14.2,3,9,True,77.67999999999999,3
95,510,No,Yes,27,106,90,268.0,115,11.9,3,1,False,58.45,1
31,415,No,Yes,31,54,97,255.0,131,5.9,3,0,False,51.03,3
121,408,No,Yes,31,63,117,196.7,85,10.1,5,4,False,69.37,2
111,415,No,No,0,58,108,158.8,104,7.9,3,4,True,54.22,1
44,510,No,No,0,112,92,192.4,90,10.2,4,3,True,82.32,2
61,510,Yes,No,0,103,149,108.0,100,10.1,6,2,False,37.529999999999994,2
65,415,No,No,0,80,94,149.5,107,12.7,6,2,False,57.46,1
74,415,No,Yes,25,84,103,175.5,75,13.1,2,2,False,54.709999999999994,1
123,408,No,No,0,77,92,226.9,120,12.0,4,0,False,66.39,3
58,408,No,Yes,20,110,89,236.6,92,9.5,2,1,False,64.45,3
74,408,No,No,0,96,94,257.6,123,8.3,5,2,True,64.77,3
125,415,No,No,0,97,100,308.2,119,7.7,6,2,False,49.98,2
53,408,No,Yes,18,107,84,178.7,130,7.2,7,0,False,61.29,1
99,408,No,Yes,28,88,116,172.7,102,9.1,5,1,False,66.80999999999999,2
99,415,No,No,0,106,106,230.8,83,10.9,5,1,False,46.44,1
66,415,No,Yes,29,104,84,231.5,119,8.0,1,2,False,73.46,3
97,510,No,No,0,76,100,123.0,102,4.7,4,3,False,58.75,3
85,510,Yes,No,0,73,117,147.1,98,3.6,7,2,False,60.309999999999995,3
108,510,No,No,0,88,101,143.9,87,10.0,6,2,False,72.64,2
133,408,Yes,Yes,32,137,99,168.9,108,15.4,4,2,True,71.86999999999999,3
51,510,No,No,0,108,87,187.2,119,10.3,2,1,False,58.8,2
186,415,No,Yes,26,107,116,296.3,90,14.5,3,2,False,44.95,3
44,415,Yes,No,0,92,82,138.7,108,10.8,3,1,False,43.13,1
64,408,No,Yes,31,88,109,167.1,124,9.0,1,3,False,69.93,2
114,415,No,Yes,36,90,89,183.5,105,14.2,2,1,False,81.80000000000001,2
92,415,No,No,0,74,119,217.5,80,13.7,6,3,False,67.09,2
110,408,No,No,0,112,93,140.0,119,11.7,4,2,False,50.22999999999999,2
90,408,No,Yes,30,76,95,144.1,124,7.7,3,1,False,59.33,2
72,408,No,Yes,21,108,86,187.2,119,16.5,4,1,False,73.1,3
113,415,No,No,0,151,113,246.0,116,7.4,2,1,True,78.19,2
171,415,No,Yes,25,77,118,150.8,90,10.2,3,3,False,63.05,2
104,415,No,No,0,109,90,168.9,117,10.7,8,1,False,51.61000000000001,1
165,408,No,No,0,75,93,311.6,93,10.3,2,1,False,58.8,3
104,510,No,No,0,128,92,183.9,79,9.8,6,0,True,75.65,2
110,408,No,No,0,102,124,200.7,108,10.2,5,1,False,35.18,3
90,408,Yes,No,0,97,134,215.8,154,8.4,4,1,False,67.01,3
114,415,No,No,0,85,86,179.3,124,7.4,8,1,False,43.91,2
109,408,No,No,0,105,87,158.6,110,11.3,4,2,False,72.89,2
92,510,No,No,0,85,125,207.2,107,9.6,1,2,False,49.81999999999999,2
82,510,No,Yes,29,111,137,169.3,92,9.5,5,2,False,67.00999999999999,3
90,415,No,No,0,138,83,269.7,104,12.5,6,2,False,64.25,2
87,408,No,Yes,28,95,97,250.1,109,0.0,0,1,False,49.94,1
124,510,No,No,0,70,79,193.4,98,9.6,4,3,False,49.18000000000001,3
84,415,No,No,0,80,128,167.6,101,12.3,5,1,False,52.16,1
75,510,No,Yes,46,62,111,246.8,126,9.2,6,0,False,67.07000000000001,3
102,510,No,No,0,89,77,170.5,140,9.1,4,2,False,48.480000000000004,3
62,415,Yes,No,0,86,76,121.6,105,13.9,6,0,True,53.16,2
143,510,No,No,0,109,104,143.9,71,4.6,4,1,False,56.29,2
53,415,No,No,0,95,131,244.3,128,11.6,6,3,False,46.470000000000006,3
112,415,No,No,0,77,109,265.0,132,12.7,8,2,True,90.46000000000001,1
129,415,No,No,0,119,105,129.4,97,13.1,8,0,False,57.67,1
28,415,No,No,0,94,86,208.8,124,10.6,5,0,False,65.32000000000001,2
90,415,No,No,0,83,79,299.0,60,12.7,3,1,False,62.93,2
151,510,No,No,0,108,118,195.7,141,7.7,6,4,False,57.32,2
41,408,No,Yes,37,110,115,189.1,100,7.3,1,2,False,70.11,1
48,510,No,Yes,43,111,64,233.1,96,8.0,5,1,False,58.91,2
153,510,No,No,0,107,96,142.8,97,11.6,6,1,False,55.92,1
110,415,Yes,No,0,79,90,266.9,91,14.5,4,0,True,81.81,3
163,415,No,No,0,89,87,268.4,121,12.8,4,1,False,64.53999999999999,3
126,510,No,No,0,88,111,157.0,106,11.5,3,1,False,43.21,1
126,415,No,No,0,110,125,249.2,78,5.1,2,0,False,58.78,1
97,510,No,No,0,91,137,144.6,72,13.8,4,3,False,54.019999999999996,3
95,408,Yes,Yes,37,109,99,205.1,82,4.1,2,0,True,63.519999999999996,3
87,510,No,No,0,105,102,249.4,80,7.4,2,4,False,70.42999999999999,2
97,415,No,No,0,119,109,152.1,76,6.5,5,1,False,46.26,2
76,415,No,No,0,125,92,210.7,134,13.7,4,0,True,83.37,2
140,408,No,No,0,107,99,225.1,93,13.9,4,0,False,61.53,3
169,415,No,No,0,112,69,193.6,95,9.5,2,0,False,47.97,3
68,408,No,Yes,22,97,94,180.0,114,4.8,4,3,False,48.07,1
122,415,No,Yes,34,104,103,220.0,91,15.6,4,2,False,46.62,3
36,408,No,No,0,129,87,306.3,102,10.8,6,2,False,66.03,1
120,510,No,Yes,27,84,73,256.5,94,10.2,7,5,False,56.88,2
64,408,No,Yes,19,106,92,237.4,118,7.5,3,0,False,54.17,3
13,415,No,Yes,31,94,95,259.3,117,12.9,1,1,False,72.80000000000001,3
106,415,No,No,0,83,114,210.6,113,11.4,2,0,False,45.81,2
74,408,No,No,0,120,106,208.5,102,9.8,3,1,False,57.0,1
83,415,No,No,0,92,83,180.6,92,11.0,13,0,False,62.14,1
49,415,No,No,0,79,93,239.8,128,15.6,7,0,False,73.88,2
111,510,No,Yes,24,114,99,215.9,95,14.0,4,1,False,67.08,2
50,415,No,Yes,22,112,99,158.4,146,8.5,4,3,False,67.53999999999999,3
88,415,No,No,0,91,127,155.6,125,7.5,5,1,False,52.52,3
131,415,No,Yes,39,122,136,104.8,94,9.1,4,0,False,27.54,1
79,408,No,No,0,97,48,256.7,83,6.0,3,3,True,75.56,1
140,415,No,No,0,81,130,103.1,111,11.5,4,2,False,69.64999999999999,3
105,408,No,No,0,100,52,179.7,93,9.5,6,1,False,64.36,3
87,415,No,Yes,22,65,115,208.1,109,8.5,3,3,False,65.3,2
96,510,No,Yes,31,126,106,180.1,93,10.5,5,1,False,58.739999999999995,1
130,415,No,No,0,101,114,142.4,89,9.3,2,2,False,58.88999999999999,1
34,415,No,No,0,102,101,186.6,86,9.9,7,0,False,47.910000000000004,1
139,415,No,No,0,103,100,134.9,63,8.3,2,1,False,45.77,2
63,415,No,No,0,80,93,259.2,58,12.3,2,0,False,71.07999999999998,1
152,415,No,No,0,126,76,78.1,100,7.4,4,3,False,50.08,2
147,408,No,No,0,95,128,240.6,84,7.8,4,1,False,62.01,1
112,415,No,Yes,22,110,123,262.7,141,9.2,4,2,False,64.6,2
120,415,No,No,0,120,106,151.8,96,9.6,1,2,False,65.03,2
171,415,No,No,0,135,74,206.9,124,12.3,1,1,False,67.96999999999998,2
101,415,No,Yes,33,108,122,205.1,90,15.5,4,0,False,63.5,2
151,408,No,No,0,106,87,160.2,88,11.8,5,0,False,52.47,1
60,408,No,No,0,99,62,211.3,79,11.2,3,3,False,54.95,2
42,408,No,No,0,134,114,152.2,91,10.6,4,0,False,60.61,2
84,408,No,No,0,99,68,118.3,120,9.4,4,1,False,64.83,2
65,510,No,No,0,110,109,178.5,105,8.9,4,0,False,59.05,3
75,415,Yes,No,0,78,111,208.0,104,8.7,9,1,True,77.32,3
189,415,No,Yes,38,98,120,123.0,87,11.4,3,3,False,65.05,1
63,415,No,Yes,32,113,113,230.8,101,8.6,7,1,False,33.86,2
108,510,No,No,0,101,126,216.1,107,12.6,8,1,False,61.96999999999999,3
71,415,No,No,0,104,121,126.9,101,8.2,2,1,False,66.29999999999998,2
137,510,No,No,0,119,91,172.7,105,10.2,4,1,False,51.92999999999999,3
82,408,No,No,0,36,134,192.1,104,5.7,7,4,False,65.27000000000001,1
96,415,No,No,0,98,118,220.2,105,11.6,9,1,False,38.6,3
37,415,No,No,0,89,88,307.1,86,8.4,11,0,False,66.92,2
98,415,No,No,0,86,114,187.5,79,11.0,9,0,False,64.49,1
121,415,No,No,0,110,82,167.1,113,10.7,3,0,False,38.94,2
94,415,No,No,0,95,92,128.2,129,7.7,3,0,False,45.06999999999999,1
99,415,No,No,0,110,102,243.6,114,14.1,3,1,False,61.2,3
163,510,No,Yes,23,104,64,229.9,118,10.4,7,1,False,56.46,3
161,510,No,No,0,95,82,194.1,113,6.5,4,3,False,64.59,1
99,415,No,No,0,81,64,168.9,121,8.5,5,1,False,40.23,1
108,415,No,No,0,78,119,194.4,65,3.6,5,1,False,62.97,2
84,510,No,Yes,42,97,118,260.8,72,7.6,7,3,False,60.89,3
139,510,No,No,0,81,99,197.8,76,9.7,3,2,False,59.019999999999996,1
69,510,No,No,0,70,108,259.9,119,12.5,4,3,False,66.7,1
129,510,No,No,0,114,98,212.6,86,11.4,8,4,False,62.38999999999999,2
106,415,No,No,0,104,101,232.7,78,0.0,0,2,False,36.58,1
168,415,No,Yes,22,70,105,174.5,81,7.3,5,2,False,57.71,2
57,408,Yes,Yes,30,130,116,268.8,94,11.4,4,2,False,71.63999999999999,2
67,415,No,No,0,116,86,179.7,83,7.2,6,1,False,64.48,1
127,408,No,No,0,124,110,184.0,116,9.3,3,1,False,56.22,1
78,510,No,No,0,88,89,256.5,109,11.7,5,2,False,63.58,1
100,415,No,Yes,38,88,108,242.7,72,7.4,2,0,False,56.94,3
113,415,No,No,0,96,127,105.4,115,13.5,3,1,False,61.480000000000004,2
78,510,No,No,0,109,49,206.7,136,14.0,11,3,False,56.64,3
129,510,No,Yes,36,103,83,216.5,118,16.4,5,1,False,62.0,2
57,510,No,No,0,100,110,231.7,101,11.9,3,2,False,56.04,1
82,408,No,No,0,116,99,287.7,95,7.8,5,1,False,54.0,2
94,510,No,No,0,105,105,221.6,51,11.5,3,3,True,76.4,2
90,415,No,No,0,121,104,226.3,103,8.0,1,2,False,72.41999999999999,2
48,510,No,No,0,94,103,197.4,94,7.2,5,2,False,73.21,2
85,408,No,Yes,37,123,90,211.9,76,9.5,8,2,False,62.39,1
93,415,Yes,Yes,20,110,94,175.3,127,12.1,4,1,False,57.470000000000006,3
169,415,Yes,No,0,98,78,274.7,103,6.5,6,3,False,40.8,1
68,415,No,No,0,86,86,189.7,87,11.0,9,5,True,52.24999999999999,2
91,415,Yes,No,0,89,102,223.7,151,16.7,3,2,True,54.169999999999995,2
68,510,No,No,0,123,93,210.3,76,11.4,3,1,False,60.13,3
101,510,No,No,0,72,103,203.8,111,8.8,8,1,False,61.70000000000001,3
67,510,No,Yes,20,40,58,162.2,115,9.4,2,1,False,65.11,2
66,415,No,No,0,133,61,129.6,120,11.5,3,0,False,38.4,1
116,415,No,Yes,17,112,131,248.1,98,11.4,3,5,False,67.57,2
158,408,No,No,0,126,86,195.4,84,10.4,6,1,False,59.84,1
78,415,No,No,0,122,88,203.5,86,9.1,5,1,False,64.72999999999999,3
119,415,No,Yes,26,97,110,142.4,92,6.6,8,1,False,56.89,3
120,415,No,No,0,85,128,232.9,123,6.4,2,1,False,47.93,3
155,510,No,No,0,102,117,226.5,122,7.8,1,1,False,60.339999999999996,2
106,408,No,No,0,120,95,121.6,113,8.7,5,1,False,68.31,1
146,415,No,Yes,32,80,91,148.2,107,8.2,4,3,False,50.830000000000005,2
101,415,No,Yes,29,116,100,241.7,75,10.1,6,0,False,50.04,1
22,510,No,Yes,23,94,59,128.8,102,12.7,4,3,False,54.18,2
41,415,No,No,0,105,105,253.7,104,9.6,4,1,False,60.05,3
69,415,No,No,0,76,92,101.2,103,11.4,4,2,False,56.69,2
33,415,No,No,0,88,119,148.7,71,9.8,14,2,False,66.08,2
112,415,No,No,0,108,111,184.6,78,13.1,5,1,False,52.220000000000006,2
136,415,No,Yes,21,88,97,320.7,120,9.5,4,2,False,62.89,3
128,510,No,No,0,84,95,206.4,68,10.1,5,1,False,66.88000000000001,3
27,408,No,No,0,128,100,145.8,91,8.4,3,2,False,62.34000000000001,3
161,415,Yes,No,0,78,117,184.5,137,1.3,6,1,False,63.60999999999999,2
120,415,No,Yes,31,83,96,237.4,76,11.4,4,0,False,58.48,2
113,415,No,No,0,97,118,158.9,101,8.7,6,2,False,59.09,1
122,415,Yes,No,0,132,99,182.4,57,11.0,2,0,True,71.1,2
148,415,No,Yes,26,150,138,236.0,91,15.2,4,2,False,66.38,2
74,415,No,No,0,93,78,157.8,101,9.7,2,3,False,67.93,3
106,415,No,No,0,104,117,144.9,81,11.0,3,1,False,62.56999999999999,3
179,415,No,No,0,54,108,214.6,107,13.3,4,1,False,58.510000000000005,3
77,510,No,No,0,112,95,214.1,91,9.2,7,0,False,61.93,1
127,408,Yes,No,0,110,100,182.2,138,7.7,2,1,True,54.620000000000005,2
80,415,No,No,0,99,81,228.4,116,10.6,4,1,False,57.43,2
61,415,No,Yes,20,133,96,251.4,91,10.5,4,0,False,71.14,2
135,510,Yes,Yes,24,54,105,234.3,84,5.8,4,2,False,52.1,1
115,415,No,Yes,26,107,77,225.7,71,13.6,5,6,False,61.28,1
107,510,Yes,No,0,104,68,153.8,67,11.0,9,2,False,72.00999999999999,3
112,415,Yes,No,0,138,114,134.0,134,10.7,4,1,False,53.519999999999996,2
103,408,Yes,No,0,124,66,280.2,78,9.4,4,3,False,40.309999999999995,3
69,415,No,No,0,70,80,142.6,60,10.7,5,3,False,70.51,2
85,408,No,No,0,82,94,200.4,85,11.3,3,0,False,64.27,2
24,408,No,No,0,86,102,182.5,105,11.1,6,2,True,74.11,3
90,415,No,No,0,97,117,133.7,78,11.8,2,2,False,55.75,2
137,510,No,No,0,79,111,169.5,64,10.5,3,3,False,48.230000000000004,3
69,510,Yes,Yes,33,98,102,165.4,85,8.2,2,1,True,77.34999999999998,3
45,408,No,No,0,108,120,240.2,106,9.0,3,2,False,51.02,1
73,408,No,No,0,118,90,167.5,108,15.1,2,1,False,63.83,1
92,415,No,No,0,84,105,158.9,105,10.8,4,1,False,66.45,2
113,415,No,Yes,32,89,124,166.9,124,8.4,2,1,False,51.45,1
135,415,No,Yes,22,113,95,134.7,135,14.6,5,2,False,65.56,2
100,415,No,Yes,26,115,146,213.5,104,15.9,5,1,False,51.74,1
96,415,No,Yes,27,96,101,179.4,97,11.3,2,1,False,74.32000000000001,3
108,510,No,No,0,102,134,180.1,95,9.4,5,1,False,69.69,3
84,510,No,No,0,88,119,247.3,79,6.5,4,0,False,72.46000000000001,2
134,408,No,No,0,86,89,291.0,86,12.6,3,1,False,73.47,3
72,415,No,No,0,73,78,210.8,89,9.8,4,0,False,73.79,3
83,408,No,No,0,87,111,101.7,82,6.8,4,0,False,57.94,2
137,408,No,No,0,120,98,136.5,121,10.2,5,0,False,51.83,2
56,415,No,Yes,30,89,116,194.6,111,12.1,3,1,False,48.27,2
61,510,Yes,Yes,16,76,58,147.7,95,11.3,3,0,False,54.71999999999999,3
171,510,No,Yes,17,94,138,200.9,64,5.8,3,1,False,62.78,2
58,510,No,No,0,89,131,178.5,122,9.9,6,0,False,59.7,2
156,510,No,No,0,96,80,189.4,82,13.1,4,1,False,41.85,1
166,510,No,No,0,103,83,190.8,113,15.3,5,0,False,65.77,1
75,415,No,No,0,102,86,285.1,100,5.7,3,2,True,82.28,2
83,510,No,No,0,78,115,211.7,100,12.1,5,1,False,69.17999999999999,3
243,510,No,No,0,92,63,264.2,118,6.6,6,2,False,43.82,2
150,415,No,No,0,133,95,234.7,103,13.1,3,1,False,56.2,3
92,510,No,Yes,16,99,134,185.1,96,12.7,3,2,False,49.53,2
80,415,No,No,0,110,88,189.6,87,13.1,5,0,False,33.79,3
134,415,No,No,0,110,64,236.6,105,11.7,4,1,False,57.14,2
77,510,No,Yes,24,74,72,174.3,84,10.1,6,1,False,46.49999999999999,2
147,510,No,No,0,104,78,149.4,123,11.3,3,2,False,56.629999999999995,2
74,415,No,No,0,105,99,182.2,105,11.6,6,1,False,58.580000000000005,1
138,510,Yes,No,0,82,147,184.2,77,9.4,9,1,False,58.129999999999995,1
64,415,No,No,0,147,87,268.7,114,5.5,2,2,False,61.330000000000005,1
120,510,No,No,0,56,73,119.8,81,9.9,3,2,False,61.42,3
121,408,Yes,No,0,94,121,241.3,115,13.4,1,3,True,50.949999999999996,2
88,415,No,No,0,86,93,239.4,99,11.8,2,2,False,66.75999999999999,2
104,415,No,No,0,116,74,226.3,94,9.4,3,3,False,35.54,2
27,510,No,No,0,75,117,65.8,71,9.9,3,1,False,35.72,2
81,415,No,Yes,31,100,97,168.7,120,9.7,4,0,False,65.15,1
64,510,Yes,Yes,33,93,104,247.4,109,8.1,13,0,False,48.79,3
107,510,No,Yes,28,79,128,225.6,133,11.9,8,1,False,73.59,2
88,415,No,Yes,17,78,94,188.3,92,16.1,5,1,False,69.02,1
111,408,No,No,0,112,136,225.3,94,9.0,6,3,False,52.44,2
77,415,No,No,0,114,115,160.8,81,10.3,2,5,False,63.43,3
67,415,Yes,No,0,58,88,95.1,130,11.4,11,2,False,47.89,2
102,408,No,No,0,81,112,167.6,109,15.8,6,1,False,61.010000000000005,2
146,408,No,Yes,19,88,66,215.5,98,14.6,6,1,False,57.489999999999995,1
96,415,No,No,0,92,114,295.6,125,10.3,4,1,True,63.010000000000005,1
149,408,No,No,0,79,107,207.4,111,9.1,9,0,False,68.53,3
129,415,No,No,0,91,106,111.4,101,9.2,2,2,False,63.71999999999999,1
166,408,No,No,0,110,109,246.1,119,10.9,5,0,False,65.14,3
149,510,No,No,0,91,74,226.9,99,9.6,3,3,False,73.06,3
70,415,No,No,0,96,90,260.2,113,7.6,6,3,False,56.71,1
66,510,No,No,0,135,106,187.3,135,6.2,7,2,False,68.99,1
160,415,No,No,0,90,115,263.9,95,9.2,4,1,False,60.97,3
129,415,No,Yes,37,94,103,185.0,81,11.7,8,1,False,60.39,1
93,408,No,No,0,114,74,262.7,90,11.3,3,3,True,79.36999999999999,2
169,415,No,No,0,111,130,228.6,92,9.9,6,2,False,58.31,1
58,415,No,No,0,145,105,209.5,108,14.9,3,1,False,55.55,1
45,408,No,No,0,71,94,217.8,125,12.4,13,1,False,61.419999999999995,1
155,510,No,No,0,108,103,80.2,108,8.9,4,3,False,49.74,3
52,415,No,No,0,114,82,154.6,119,9.9,9,4,False,59.86000000000001,3
119,415,No,Yes,27,128,133,146.5,80,11.1,3,0,False,69.81,3
86,510,No,No,0,72,95,210.6,91,8.2,5,1,False,48.830000000000005,3
42,408,No,No,0,89,123,143.2,105,4.0,7,0,False,61.44,3
123,408,No,No,0,150,90,258.0,93,14.9,5,0,False,54.870000000000005,3
98,510,No,No,0,119,102,284.7,118,11.1,6,4,True,78.13,2
149,510,No,Yes,43,79,122,241.5,80,10.9,3,1,False,63.79,2
160,408,No,No,0,109,117,307.6,77,9.3,1,1,False,64.77000000000001,2
103,415,No,No,0,107,102,208.2,106,10.4,3,5,False,58.5,3
132,415,No,Yes,15,128,106,148.6,90,9.1,4,1,False,56.309999999999995,1
137,415,No,No,0,107,75,143.9,127,7.5,2,1,False,57.57000000000001,2
129,415,Yes,No,0,78,85,111.7,146,5.9,4,1,False,69.44,2
62,415,No,No,0,66,108,77.9,74,0.0,0,1,False,64.93,1
32,408,No,No,0,82,102,203.3,64,10.2,7,1,False,56.78,2
86,510,No,No,0,82,120,289.6,119,6.7,8,3,False,53.160000000000004,2
130,415,No,No,0,113,111,114.9,140,7.2,3,1,False,59.47,2
42,408,No,No,0,84,113,45.0,117,8.0,12,1,False,50.81,2
73,415,No,No,0,85,80,153.9,102,15.0,7,2,False,66.49,2
66,408,No,Yes,26,108,135,190.8,95,5.4,3,2,False,74.05,3
103,510,No,Yes,31,124,104,196.2,98,8.9,3,0,False,45.599999999999994,1
128,408,No,No,0,75,91,270.0,77,7.6,7,1,False,63.71,1
104,415,No,No,0,113,85,229.8,104,5.5,4,2,False,63.29,2
103,415,No,No,0,112,90,179.2,124,12.4,5,0,False,48.77,3
87,510,No,No,0,91,115,207.5,131,6.2,5,1,False,43.33,1
109,415,No,Yes,27,85,92,197.3,97,12.3,4,1,True,59.370000000000005,1
97,510,No,No,0,96,101,194.1,63,11.9,3,4,True,46.910000000000004,3
106,415,No,No,0,118,101,187.2,93,8.5,3,2,False,56.67,3
125,415,No,No,0,113,131,206.2,112,14.4,7,2,False,47.93,2
108,408,No,Yes,35,106,107,195.4,107,15.5,7,0,False,66.73,1
125,415,No,No,0,132,126,264.1,77,8.0,2,1,False,55.68000000000001,2
72,510,Yes,Yes,29,114,91,221.0,88,5.5,6,0,False,46.96,1
23,510,No,No,0,107,115,141.1,158,11.3,3,2,True,85.46,3
149,510,No,No,0,61,107,208.3,131,8.2,6,7,False,58.5,1
73,415,No,No,0,90,78,157.9,112,5.9,8,0,False,61.84,1
61,415,No,No,0,123,127,234.7,70,9.0,3,1,True,75.08000000000001,3
161,415,No,No,0,113,87,204.8,107,13.4,4,4,True,51.489999999999995,2
118,415,No,Yes,24,83,72,245.5,73,16.9,2,1,False,45.010000000000005,2
23,408,No,No,0,89,108,219.8,73,15.0,4,6,False,60.41,2
127,415,No,Yes,25,95,109,264.9,104,5.1,6,0,False,41.150000000000006,3
42,415,No,Yes,32,80,123,190.4,106,8.1,5,0,False,53.72,3
118,415,No,No,0,145,121,208.6,91,14.4,11,5,True,85.7,3
45,510,No,No,0,91,86,163.0,93,10.6,3,2,False,47.60000000000001,1
